paper_id,doi,title,candidate_url,candidate_source_type,candidate_priority,expected_content_type,fetch_status,http_status,final_url,content_type,content_length,local_saved_path,source_quality_type,source_quality_score,has_useful_text,ready_for_extraction,retry_recommended,failure_reason,notes,fetch_time
paper_0101,10.1016/j.apcatb.2010.10.026,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,https://linkinghub.elsevier.com/retrieve/pii/S092633731000473X,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S092633731000473X,text/html;charset=UTF-8,2746,outputs\fulltext\paper_0101_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:21+08:00
paper_0101,10.1016/j.apcatb.2010.10.026,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,data\raw\pdfs\paper_0101.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:21+08:00
paper_0101,10.1016/j.apcatb.2010.10.026,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,data\raw\pdfs\10.1016_j.apcatb.2010.10.026.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:22+08:00
paper_0101,10.1016/j.apcatb.2010.10.026,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,data\raw\pdfs\paper_0101_10.1016_j.apcatb.2010.10.026.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:22+08:00
paper_0101,10.1016/j.apcatb.2010.10.026,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,data\raw\pdfs\paper_0101_effect_of_nickel_nano_particle_sintering_on_methane_reforming_activity_of_ni_cgo.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:22+08:00
paper_0124,10.1016/j.cej.2011.01.036,Thermal and hydrothermal stability of a metal monolithic anodic alumina support for steam reforming of methane,https://doi.org/10.1016/j.cej.2011.01.036,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S1385894711000635,text/html;charset=UTF-8,2727,outputs\fulltext\paper_0124_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:22+08:00
paper_0124,10.1016/j.cej.2011.01.036,Thermal and hydrothermal stability of a metal monolithic anodic alumina support for steam reforming of methane,https://linkinghub.elsevier.com/retrieve/pii/S1385894711000635,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S1385894711000635,text/html;charset=UTF-8,2727,outputs\fulltext\paper_0124_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:23+08:00
paper_0124,10.1016/j.cej.2011.01.036,Thermal and hydrothermal stability of a metal monolithic anodic alumina support for steam reforming of methane,data\raw\pdfs\paper_0124.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:24+08:00
paper_0124,10.1016/j.cej.2011.01.036,Thermal and hydrothermal stability of a metal monolithic anodic alumina support for steam reforming of methane,data\raw\pdfs\10.1016_j.cej.2011.01.036.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:24+08:00
paper_0124,10.1016/j.cej.2011.01.036,Thermal and hydrothermal stability of a metal monolithic anodic alumina support for steam reforming of methane,data\raw\pdfs\paper_0124_10.1016_j.cej.2011.01.036.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:24+08:00
paper_0124,10.1016/j.cej.2011.01.036,Thermal and hydrothermal stability of a metal monolithic anodic alumina support for steam reforming of methane,data\raw\pdfs\paper_0124_thermal_and_hydrothermal_stability_of_a_metal_monolithic_anodic_alumina_support_.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:24+08:00
paper_0150,10.1016/j.ijhydene.2015.06.104,Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts,https://doi.org/10.1016/j.ijhydene.2015.06.104,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S036031991501589X,text/html;charset=UTF-8,2716,outputs\fulltext\paper_0150_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:24+08:00
paper_0150,10.1016/j.ijhydene.2015.06.104,Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts,https://linkinghub.elsevier.com/retrieve/pii/S036031991501589X,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S036031991501589X,text/html;charset=UTF-8,2716,outputs\fulltext\paper_0150_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:25+08:00
paper_0150,10.1016/j.ijhydene.2015.06.104,Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts,data\raw\pdfs\paper_0150.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:26+08:00
paper_0150,10.1016/j.ijhydene.2015.06.104,Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts,data\raw\pdfs\10.1016_j.ijhydene.2015.06.104.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:26+08:00
paper_0150,10.1016/j.ijhydene.2015.06.104,Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts,data\raw\pdfs\paper_0150_10.1016_j.ijhydene.2015.06.104.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:26+08:00
paper_0150,10.1016/j.ijhydene.2015.06.104,Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts,data\raw\pdfs\paper_0150_hydrogen_production_by_steam_reforming_of_methane_over_mixed_ni_mgal_crfe_3_o_4_.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:26+08:00
paper_0157,10.1016/j.fuel.2016.03.104,Characterization and performance evaluation of Ni-based catalysts with Ce promoter for methane and hydrocarbons steam reforming process,https://doi.org/10.1016/j.fuel.2016.03.104,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S0016236116301533,text/html;charset=UTF-8,2752,outputs\fulltext\paper_0157_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:27+08:00
paper_0157,10.1016/j.fuel.2016.03.104,Characterization and performance evaluation of Ni-based catalysts with Ce promoter for methane and hydrocarbons steam reforming process,https://linkinghub.elsevier.com/retrieve/pii/S0016236116301533,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S0016236116301533,text/html;charset=UTF-8,2752,outputs\fulltext\paper_0157_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:27+08:00
paper_0157,10.1016/j.fuel.2016.03.104,Characterization and performance evaluation of Ni-based catalysts with Ce promoter for methane and hydrocarbons steam reforming process,data\raw\pdfs\paper_0157.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:28+08:00
paper_0157,10.1016/j.fuel.2016.03.104,Characterization and performance evaluation of Ni-based catalysts with Ce promoter for methane and hydrocarbons steam reforming process,data\raw\pdfs\10.1016_j.fuel.2016.03.104.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:28+08:00
paper_0157,10.1016/j.fuel.2016.03.104,Characterization and performance evaluation of Ni-based catalysts with Ce promoter for methane and hydrocarbons steam reforming process,data\raw\pdfs\paper_0157_10.1016_j.fuel.2016.03.104.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:28+08:00
paper_0157,10.1016/j.fuel.2016.03.104,Characterization and performance evaluation of Ni-based catalysts with Ce promoter for methane and hydrocarbons steam reforming process,data\raw\pdfs\paper_0157_characterization_and_performance_evaluation_of_ni_based_catalysts_with_ce_promot.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:29+08:00
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,https://doi.org/10.1016/j.ijhydene.2016.05.109,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319916315506,text/html;charset=UTF-8,2758,outputs\fulltext\paper_0159_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:29+08:00
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,https://linkinghub.elsevier.com/retrieve/pii/S0360319916315506,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319916315506,text/html;charset=UTF-8,2758,outputs\fulltext\paper_0159_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:30+08:00
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,data\raw\pdfs\paper_0159.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:30+08:00
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,data\raw\pdfs\10.1016_j.ijhydene.2016.05.109.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:30+08:00
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,data\raw\pdfs\paper_0159_10.1016_j.ijhydene.2016.05.109.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:30+08:00
paper_0159,10.1016/j.ijhydene.2016.05.109,Effect of calcination temperature on stability and activity of Ni/MgAl2O4 catalyst for steam reforming of methane at high pressure condition,data\raw\pdfs\paper_0159_effect_of_calcination_temperature_on_stability_and_activity_of_ni_mgal2o4_cataly.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:31+08:00
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,https://doi.org/10.1016/j.ijhydene.2017.06.096,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319917324084,text/html;charset=UTF-8,2756,outputs\fulltext\paper_0166_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:31+08:00
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,https://linkinghub.elsevier.com/retrieve/pii/S0360319917324084,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319917324084,text/html;charset=UTF-8,2756,outputs\fulltext\paper_0166_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:32+08:00
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,data\raw\pdfs\paper_0166.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:32+08:00
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,data\raw\pdfs\10.1016_j.ijhydene.2017.06.096.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:32+08:00
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,data\raw\pdfs\paper_0166_10.1016_j.ijhydene.2017.06.096.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:33+08:00
paper_0166,10.1016/j.ijhydene.2017.06.096,Effect of Pt doping on activity and stability of Ni/MgAl2O4 catalyst for steam reforming of methane at ambient and high pressure condition,data\raw\pdfs\paper_0166_effect_of_pt_doping_on_activity_and_stability_of_ni_mgal2o4_catalyst_for_steam_r.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:33+08:00
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,https://doi.org/10.1016/j.ijhydene.2019.04.287,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319919318427,text/html;charset=UTF-8,2749,outputs\fulltext\paper_0180_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:33+08:00
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,https://linkinghub.elsevier.com/retrieve/pii/S0360319919318427,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319919318427,text/html;charset=UTF-8,2749,outputs\fulltext\paper_0180_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:34+08:00
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,data\raw\pdfs\paper_0180.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:34+08:00
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,data\raw\pdfs\10.1016_j.ijhydene.2019.04.287.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:35+08:00
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,data\raw\pdfs\paper_0180_10.1016_j.ijhydene.2019.04.287.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:35+08:00
paper_0180,10.1016/j.ijhydene.2019.04.287,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,data\raw\pdfs\paper_0180_hydrogen_production_by_steam_reforming_of_methane_over_nickel_based_structured_c.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:35+08:00
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://doi.org/10.1016/j.ijhydene.2020.09.262,openalex_landing_or_oa_url,70,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319920337368,text/html;charset=UTF-8,2684,outputs\fulltext\paper_0191_openalex_landing_or_oa_url_70.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:35+08:00
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,https://linkinghub.elsevier.com/retrieve/pii/S0360319920337368,existing_manifest_url,55,html_or_pdf,redirect_only,200,https://linkinghub.elsevier.com/retrieve/pii/S0360319920337368,text/html;charset=UTF-8,2684,outputs\fulltext\paper_0191_existing_manifest_url_55.html,redirect_or_forbidden,0,no,no,yes,redirect_or_gate_page,Fetched page appears to be redirect/gate content only.,2026-04-28T14:00:36+08:00
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,data\raw\pdfs\paper_0191.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:37+08:00
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,data\raw\pdfs\10.1016_j.ijhydene.2020.09.262.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:37+08:00
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,data\raw\pdfs\paper_0191_10.1016_j.ijhydene.2020.09.262.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:37+08:00
paper_0191,10.1016/j.ijhydene.2020.09.262,Supported catalysts for induction-heated steam reforming of methane,data\raw\pdfs\paper_0191_supported_catalysts_for_induction_heated_steam_reforming_of_methane.pdf,local_pdf_candidate,75,pdf,local_candidate_not_fetched,,,,,,local_pdf_candidate,0,no,no,no,handled_by_ingest_local_pdfs,Local PDF candidates are not fetched over HTTP.,2026-04-28T14:00:37+08:00
