record_id,paper_id,reference_type,first_author,publication_year,title,journal,journal_impact_factor_year,journal_impact_factor,journal_quartile,journal_metrics_source,journal_metrics_notes,doi,condition_id,catalyst_label_reported,catalyst_family,active_metal_primary,active_metal_secondary,active_metal_primary_loading_wt_pct,active_metal_secondary_loading_wt_pct,active_metal_total_loading_wt_pct,active_metal_atomic_ratio_reported,active_metal_loading_wt_pct,active_metal_loading_basis,promoter_1,promoter_1_loading_wt_pct,promoter_2,promoter_2_loading_wt_pct,support_primary,support_secondary,support_notes,precursor_metal_source,precursor_support_source,preparation_method,preparation_details,calcination_temperature_c,calcination_time_h,reduction_temperature_c,reduction_time_h,reduction_gas,reactor_type,catalyst_mass_g,particle_size_um,temperature_c,pressure_bar,steam_to_carbon_ratio,feed_ch4_vol_pct,feed_h2o_vol_pct,feed_co2_vol_pct,feed_n2_vol_pct,feed_h2_vol_pct,balance_gas_identity,gas_hourly_space_velocity_h_inv,weight_hourly_space_velocity_h_inv,contact_time_s,time_on_stream_h,methane_conversion_pct,h2_yield_pct,h2_selectivity_pct,h2_production_rate_mmol_gcat_h,h2_production_rate_mmol_gmetal_h,co_selectivity_pct,co2_selectivity_pct,h2_co_ratio,performance_definition_notes,stability_test_performed,stability_duration_h,conversion_drop_pct_points,coking_test_method,coke_amount_mg_gcat,coke_amount_wt_pct,carbon_balance_closure_pct,sintering_evidence,sulfur_tolerance_tested,deactivation_mode_reported,characterization_summary,measured_value_basis,digitized_from_plot,extraction_notes,comparable_within_study,analyst_qc_status,derived_activity_score,derived_stability_score,derived_coking_resistance_score,derived_overall_screening_score,source_file_path,source_excerpt_metadata,source_excerpt_experimental,extraction_confidence_metadata,extraction_confidence_experimental,manual_review_required,review_priority,core_fields_present,missing_core_fields,experimental_fields_present,missing_experimental_fields,likely_ready_for_manual_confirmation,reviewer_action,reviewer_notes,evidence_summary,key_source_excerpt,freeze_candidate_status,missing_required_fields,condition_comparability_notes,label_candidate_recommendation,reviewer_must_check_fields,freeze_blocking_issues,transfer_ready_after_manual_check
,paper_0031,journal_article,Yokota,2000.0,Stoichiometric consideration of steam reforming of methane on Ni/Al2O3 catalyst at 650°C by using a solar furnace simulator,International Journal of Hydrogen Energy,,,,,,10.1016/s0360-3199(99)00011-7,,Stoichiometric consideration of steam reforming of methane on Ni/Al2O3 catalyst at 650°C by using a solar furnace simulator,Ni_based,Ni,Rh,14,,,,,unclear,,,,,Al2O3,BaZrCeYYbO3,,,,impregnation,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,tem,,,,,,,,,no,,,pending,,,,,outputs\fulltext\pdf_text\paper_0031.txt,"Stoichiometric consideration of steam reforming of methane on Ni/Al 2O3 catalyst at 650 8C by using a solar furnace simulator Osamu Yokota, Yoshinori Oku, Taizo Sano, Noriko Hasegawa, Jun Matsunami, Masamichi Tsuji, Yutaka Tamaura* Research Center for Carbon Recycling and Utilization, Tokyo Institute of Technology, 2-12-1 Ookayama, Meguro-ku, Tokyo 152-8552, Japan Abstract Stoichiometry of the ste","Stoichiometric consideration of steam reforming of methane on Ni/Al 2O3 catalyst at 650 8C by using a solar furnace simulator Osamu Yokota, Yoshinori Oku, Taizo Sano, Noriko Hasegawa, Jun Matsunami, Masamichi Tsuji, Yutaka Tamaura* Research Center for Carbon Recycling and Utilization, Tokyo Institute of Technology, 2-12-1 Ookayama, Meguro-ku, Tokyo 152-8552, Japan Abstract Stoichiometry of the ste",low_to_medium,very_low,yes,medium_low,active_metal_primary; active_metal_secondary; active_metal_primary_loading_wt_pct; support_primary; preparation_method,promoter_1,pressure_bar,temperature_c; steam_to_carbon_ratio; gas_hourly_space_velocity_h_inv; weight_hourly_space_velocity_h_inv; time_on_stream_h; methane_conversion_pct; h2_yield_pct; h2_selectivity_pct; h2_co_ratio; stability_duration_h; conversion_drop_pct_points; coke_amount_mg_gcat; coke_amount_wt_pct,caution,适合作为催化剂信息复核对象，但实验性能证据不足，暂不建议直接转入正式表。,,active_metal_primary=Ni; excerpt=Stoichiometric consideration of steam reforming of methane on Ni/Al2O3 catalyst at 650°C by using a solar furnace simulator | active_metal_primary_loading_wt_pct=14; excerpt=ht source (solar simulator). 2. experiment a nickel-on-alumina catalyst sample (14wt% ni) was prepared from ni(no 3)26h2o (1.01 g) and a- al2o3 powder (0.14... | support_primary=Al2O3; excerpt=Stoichiometric consideration of steam reforming of methane on Ni/Al2O3 catalyst at 650°C by using a solar furnace simulator | preparation_method=impregnation; excerpt=s prepared from Ni(NO 3)26H2O (1.01 g) and a- Al2O3 powder (0.149 g) by simple impregnation. The Ni(NO3)26H2O powder was dissolved in the a-Al2O3 powder su...,"PDF text: outputs\fulltext\pdf_text\paper_0031.txt || Stoichiometric consideration of steam reforming of methane on Ni/Al2O3 catalyst at 650°C by using a solar furnace simulator || ht source (solar simulator). 2. experiment a nickel-on-alumina catalyst sample (14wt% ni) was prepared from ni(no 3)26h2o (1.01 g) and a- al2o3 powder (0.149 g) by sim || s prepared from Ni(NO 3)26H2O (1.01 g) and a- Al2O3 powder (0.149 g) by simple impregnation. The Ni(NO3)26H2O powder was dissolved in the a-Al2O3 powder suspended solutio || f solar energy, under nearly the same reaction conditions (higher pressure than 1 atm, higher h 2o/ch4 ratio). in this study, we investigated the solar steam reformi",excluded_needs_review,methane_conversion_pct_or_h2_yield_pct,temperature_c=missing; pressure_bar=1; steam_to_carbon_ratio=missing; gas_hourly_space_velocity_h_inv=missing; weight_hourly_space_velocity_h_inv=missing; time_on_stream_h=missing; Do not compare activity across different temperature/S-C/pressure/space-velocity/time-on-stream conditions unless stratified or normalized.,no_label_candidate; do not freeze until methane_conversion_pct or h2_yield_pct is manually confirmed.,active_metal_primary; support_primary; active_metal_primary_loading_wt_pct; preparation_method; temperature_c; pressure_bar; steam_to_carbon_ratio,methane_conversion_pct_or_h2_yield_pct; experimental_extraction_low_confidence_manual_confirmation_required,no
,paper_0037,journal_article,Kaihu Hou,2001.0,The kinetics of methane steam reforming over a Ni/α-Al2O catalyst,Chemical Engineering Journal,,,,,,10.1016/s1385-8947(00)00367-3,,The kinetics of methane steam reforming over a Ni/α-Al2O catalyst,Ni_based,Ni,Co,,,,,,unclear,,,,,Al2O3,BaZrCeYYbO3,,,,,,,,,,,packed_bed,,,,1.5,,,,,,,,,,,,,,,,,,,,source mentions hydrogen yield without explicit numeric value,,,,tem,,,,,,,,steady_state,no,,,pending,,,,,outputs\fulltext\pdf_text\paper_0037.txt,"Chemical Engineering Journal 112 (2005) 1–11 Kinetic and modelling study of methane steam reforming over sulﬁde nickel catalyst on a gamma alumina support D.L. Hoang ∗, S.H. Chan, O.L. Ding Fuel Cell Strategic Research Programme, School of Mechanical & Production Engineering, Nanyang Technological University, 50Nanyang Avenue, Singapore 639798, Singapore Received 8 March 2005; received in revised ","Chemical Engineering Journal 112 (2005) 1–11 Kinetic and modelling study of methane steam reforming over sulﬁde nickel catalyst on a gamma alumina support D.L. Hoang ∗, S.H. Chan, O.L. Ding Fuel Cell Strategic Research Programme, School of Mechanical & Production Engineering, Nanyang Technological University, 50Nanyang Avenue, Singapore 639798, Singapore Received 8 March 2005; received in revised ",low_to_medium,very_low,yes,medium_low,active_metal_primary; active_metal_secondary; support_primary,active_metal_primary_loading_wt_pct; promoter_1; preparation_method,pressure_bar,temperature_c; steam_to_carbon_ratio; gas_hourly_space_velocity_h_inv; weight_hourly_space_velocity_h_inv; time_on_stream_h; methane_conversion_pct; h2_yield_pct; h2_selectivity_pct; h2_co_ratio; stability_duration_h; conversion_drop_pct_points; coke_amount_mg_gcat; coke_amount_wt_pct,caution,适合作为催化剂信息复核对象，但实验性能证据不足，暂不建议直接转入正式表。,,active_metal_primary=Ni; excerpt=The kinetics of methane steam reforming over a Ni/α-Al2O catalyst | support_primary=Al2O3; excerpt=The kinetics of methane steam reforming over a Ni/α-Al2O catalyst,"PDF text: outputs\fulltext\pdf_text\paper_0037.txt || The kinetics of methane steam reforming over a Ni/α-Al2O catalyst || d operating temperature. upon reaching this temperature, the pressure is set to 1.5 bars and the water feed is switched on. the reference conditions for steam reformin",excluded_needs_review,methane_conversion_pct_or_h2_yield_pct,temperature_c=missing; pressure_bar=1.5; steam_to_carbon_ratio=missing; gas_hourly_space_velocity_h_inv=missing; weight_hourly_space_velocity_h_inv=missing; time_on_stream_h=missing; Do not compare activity across different temperature/S-C/pressure/space-velocity/time-on-stream conditions unless stratified or normalized.,no_label_candidate; do not freeze until methane_conversion_pct or h2_yield_pct is manually confirmed.,active_metal_primary; support_primary; temperature_c; pressure_bar; steam_to_carbon_ratio,methane_conversion_pct_or_h2_yield_pct; experimental_extraction_low_confidence_manual_confirmation_required,no
,paper_0056,journal_article,D.L. Hoang,2005.0,Kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support,Chemical Engineering Journal,,,,,,10.1016/j.cej.2005.06.004,,Kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support,Ni_based,Ni,Co,,,,,,unclear,,,,,Al2O3,BaZrCeYYbO3,,,,,,,,,,,packed_bed,,,,1.5,,,,,,,,,,,,,,,,,,,,source mentions hydrogen yield without explicit numeric value,,,,tem,,,,,,,,steady_state,no,,,pending,,,,,outputs\fulltext\pdf_text\paper_0056.txt,"Chemical Engineering Journal 112 (2005) 1–11 Kinetic and modelling study of methane steam reforming over sulﬁde nickel catalyst on a gamma alumina support D.L. Hoang ∗, S.H. Chan, O.L. Ding Fuel Cell Strategic Research Programme, School of Mechanical & Production Engineering, Nanyang Technological University, 50Nanyang Avenue, Singapore 639798, Singapore Received 8 March 2005; received in revised ","Chemical Engineering Journal 112 (2005) 1–11 Kinetic and modelling study of methane steam reforming over sulﬁde nickel catalyst on a gamma alumina support D.L. Hoang ∗, S.H. Chan, O.L. Ding Fuel Cell Strategic Research Programme, School of Mechanical & Production Engineering, Nanyang Technological University, 50Nanyang Avenue, Singapore 639798, Singapore Received 8 March 2005; received in revised ",low_to_medium,very_low,yes,medium_low,active_metal_primary; active_metal_secondary; support_primary,active_metal_primary_loading_wt_pct; promoter_1; preparation_method,pressure_bar,temperature_c; steam_to_carbon_ratio; gas_hourly_space_velocity_h_inv; weight_hourly_space_velocity_h_inv; time_on_stream_h; methane_conversion_pct; h2_yield_pct; h2_selectivity_pct; h2_co_ratio; stability_duration_h; conversion_drop_pct_points; coke_amount_mg_gcat; coke_amount_wt_pct,caution,适合作为催化剂信息复核对象，但实验性能证据不足，暂不建议直接转入正式表。,,active_metal_primary=Ni; excerpt=Kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support | support_primary=Al2O3; excerpt=Kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support,"PDF text: outputs\fulltext\pdf_text\paper_0056.txt || Kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support || d operating temperature. upon reaching this temperature, the pressure is set to 1.5 bars and the water feed is switched on. the reference conditions for steam reformin",excluded_needs_review,methane_conversion_pct_or_h2_yield_pct,temperature_c=missing; pressure_bar=1.5; steam_to_carbon_ratio=missing; gas_hourly_space_velocity_h_inv=missing; weight_hourly_space_velocity_h_inv=missing; time_on_stream_h=missing; Do not compare activity across different temperature/S-C/pressure/space-velocity/time-on-stream conditions unless stratified or normalized.,no_label_candidate; do not freeze until methane_conversion_pct or h2_yield_pct is manually confirmed.,active_metal_primary; support_primary; temperature_c; pressure_bar; steam_to_carbon_ratio,methane_conversion_pct_or_h2_yield_pct; experimental_extraction_low_confidence_manual_confirmation_required,no
,paper_0070,journal_article,Carolina Pistonesi,2006.0,Theoretical and experimental study of methane steam reforming reactions over nickel catalyst,Applied Surface Science,,,,,,10.1016/j.apsusc.2006.09.054,,Theoretical and experimental study of methane steam reforming reactions over nickel catalyst,Ni_based,Ni,Rh,,,,,,unclear,,,,,BaZrCeYYbO3,SiC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,pending,,,,,outputs\fulltext\pdf_text\paper_0070.txt,"Theoretical and experimental study of methane steam reforming reactions over nickel catalyst C. Pistonesi b, A. Juan b, B. Irigoyen a,*, N. Amadeo a a Laboratorio de Procesos Catalı´ticos, Departamento de Ingenierı´a Quı´mica, Facultad de Ingenierı´a, Universidad de Buenos Aires, Pabello´n de Industrias, Ciudad Universitaria, 1428 Capital Federal, Argentina b Departamento de Fı´sica, Universidad N","Theoretical and experimental study of methane steam reforming reactions over nickel catalyst C. Pistonesi b, A. Juan b, B. Irigoyen a,*, N. Amadeo a a Laboratorio de Procesos Catalı´ticos, Departamento de Ingenierı´a Quı´mica, Facultad de Ingenierı´a, Universidad de Buenos Aires, Pabello´n de Industrias, Ciudad Universitaria, 1428 Capital Federal, Argentina b Departamento de Fı´sica, Universidad N",low_to_medium,very_low,yes,medium_low,active_metal_primary; active_metal_secondary; support_primary,active_metal_primary_loading_wt_pct; promoter_1; preparation_method,,temperature_c; pressure_bar; steam_to_carbon_ratio; gas_hourly_space_velocity_h_inv; weight_hourly_space_velocity_h_inv; time_on_stream_h; methane_conversion_pct; h2_yield_pct; h2_selectivity_pct; h2_co_ratio; stability_duration_h; conversion_drop_pct_points; coke_amount_mg_gcat; coke_amount_wt_pct,caution,适合作为催化剂信息复核对象，但实验性能证据不足，暂不建议直接转入正式表。,,active_metal_primary=Ni; excerpt=Theoretical and experimental study of methane steam reforming reactions over nickel catalyst | support_primary=BaZrCeYYbO3; excerpt=Theoretical and experimental study of methane steam reforming reactions over nickel catalyst,PDF text: outputs\fulltext\pdf_text\paper_0070.txt || Theoretical and experimental study of methane steam reforming reactions over nickel catalyst,excluded_needs_review,steam_to_carbon_ratio_or_feed_h2o_ch4_evidence; methane_conversion_pct_or_h2_yield_pct,temperature_c=missing; pressure_bar=missing; steam_to_carbon_ratio=missing; gas_hourly_space_velocity_h_inv=missing; weight_hourly_space_velocity_h_inv=missing; time_on_stream_h=missing; Do not compare activity across different temperature/S-C/pressure/space-velocity/time-on-stream conditions unless stratified or normalized.,no_label_candidate; do not freeze until methane_conversion_pct or h2_yield_pct is manually confirmed.,active_metal_primary; support_primary; temperature_c; steam_to_carbon_ratio,steam_to_carbon_ratio_or_feed_h2o_ch4_evidence; methane_conversion_pct_or_h2_yield_pct; experimental_extraction_low_confidence_manual_confirmation_required,no
,paper_0103,journal_article,Adolfo Iulianelli,2010.0,H2 production by low pressure methane steam reforming in a Pd–Ag membrane reactor over a Ni-based catalyst: Experimental and modeling,International Journal of Hydrogen Energy,,,,,,10.1016/j.ijhydene.2010.06.049,,H2 production by low pressure methane steam reforming in a Pd–Ag membrane reactor over a Ni-based catalyst: Experimental and modeling,Ni_based,Ni,Rh,47.2,,,,,unclear,noble,,,,Al2O3,TiO2,,,,combustion,,,,,2,,packed_bed,,,,40,,,,,,,,,,,,,,,,,,,,source mentions hydrogen yield without explicit numeric value,,,,,,,,,,,,steady_state,no,,,pending,,,,,outputs\fulltext\pdf_text\paper_0103.txt,"H2 production by low pressure methane steam reforming in aP d eAg membrane reactor over a Ni-based catalyst: Experimental and modeling A. Iulianelli a, G. Manzolini b, M. De Falco c, S. Campanari b, T. Longo a, S. Liguori a,d, A. Basile a,* a Institute on Membrane Technology of National Research Council (ITM-CNR), Via P. Bucci Cubo 17/C, c/o University of Calabria, Rende (CS) 87036, Italy b Dept. ","H2 production by low pressure methane steam reforming in aP d eAg membrane reactor over a Ni-based catalyst: Experimental and modeling A. Iulianelli a, G. Manzolini b, M. De Falco c, S. Campanari b, T. Longo a, S. Liguori a,d, A. Basile a,* a Institute on Membrane Technology of National Research Council (ITM-CNR), Via P. Bucci Cubo 17/C, c/o University of Calabria, Rende (CS) 87036, Italy b Dept. ",medium,very_low,yes,medium_low,active_metal_primary; active_metal_secondary; active_metal_primary_loading_wt_pct; support_primary; promoter_1; preparation_method,,pressure_bar,temperature_c; steam_to_carbon_ratio; gas_hourly_space_velocity_h_inv; weight_hourly_space_velocity_h_inv; time_on_stream_h; methane_conversion_pct; h2_yield_pct; h2_selectivity_pct; h2_co_ratio; stability_duration_h; conversion_drop_pct_points; coke_amount_mg_gcat; coke_amount_wt_pct,caution,适合作为催化剂信息复核对象，但实验性能证据不足，暂不建议直接转入正式表。,,"active_metal_primary=Ni; excerpt=H2 production by low pressure methane steam reforming in a Pd–Ag membrane reactor over a Ni-based catalyst: Experimental and modeling | active_metal_primary_loading_wt_pct=47.2; excerpt=10.3 500 1.4 a e ni/al2o3 3/1 1067 e 50 e shu et al. [22] pd-pss 11 527a 3.0a e 47.2wt% ni/al 2o3 3/1 1120 482 a (n2) 100 e tong et al. [20] 3360 60 pd-pss 1... | support_primary=Al2O3; excerpt=H2 production by low pressure methane steam reforming in a Pd–Ag membrane reactor over a Ni-based catalyst: Experimental and modeling | preparation_method=combustion; excerpt=emical devices producing electricity directly from hydrogen and oxygen, without combustion, making the process clean and non-polluting. PEMFCs present severa...","PDF text: outputs\fulltext\pdf_text\paper_0103.txt || H2 production by low pressure methane steam reforming in a Pd–Ag membrane reactor over a Ni-based catalyst: Experimental and modeling || 10.3 500 1.4 a e ni/al2o3 3/1 1067 e 50 e shu et al. [22] pd-pss 11 527a 3.0a e 47.2wt% ni/al 2o3 3/1 1120 482 a (n2) 100 e tong et al. [20] 3360 60 pd-pss 11 527a 3.0a e || 005;286:226 e31. [21] profeti lpr, ticianelli ea, assaf em. co/al 2o3 catalysts promoted with noble metals for production of hydrogen by methane steam reforming. fuel 2008;87:2076 || emical devices producing electricity directly from hydrogen and oxygen, without combustion, making the process clean and non-polluting. PEMFCs present several advantages || en production. this reaction is usually carried out in ﬁxed bed reactors at 30 e40 bar and at temperatures above 850 /c14 c. in this work, a dense pd eag membrane rea",excluded_needs_review,steam_to_carbon_ratio_or_feed_h2o_ch4_evidence; methane_conversion_pct_or_h2_yield_pct,temperature_c=missing; pressure_bar=40; steam_to_carbon_ratio=missing; gas_hourly_space_velocity_h_inv=missing; weight_hourly_space_velocity_h_inv=missing; time_on_stream_h=missing; Do not compare activity across different temperature/S-C/pressure/space-velocity/time-on-stream conditions unless stratified or normalized.,no_label_candidate; do not freeze until methane_conversion_pct or h2_yield_pct is manually confirmed.,active_metal_primary; support_primary; active_metal_primary_loading_wt_pct; preparation_method; temperature_c; pressure_bar; steam_to_carbon_ratio,steam_to_carbon_ratio_or_feed_h2o_ch4_evidence; methane_conversion_pct_or_h2_yield_pct; experimental_extraction_low_confidence_manual_confirmation_required,no
,paper_0150,journal_article,Na Young Kim,2015.0,Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts,International Journal of Hydrogen Energy,,,,,,10.1016/j.ijhydene.2015.06.104,,Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts,Ni_based,Ni,Co,15,,,,,unclear,the,,,,Al2O3,CeO2,,,,impregnation,,,,,2,,,,,,1,,,,,,,,3000,,,,,,,,,,,,stability duration explicit but degradation magnitude not explicit,yes,8,,tga,,,,,,,,,no,,,pending,,,,,outputs\fulltext\pdf_text\paper_0150.txt,"Hydrogen production by steam reforming of methane over mixed Ni/MgAl þ CrFe3O4 catalysts Na Young Kim a,b, Eun-Hyeok Yang a,d, Sung-Soo Lim a,c, Jae Sun Jung a,d, Jae-Suk Lee a,d, Gi Hoon Hong a,d, Young-Su Noh a,b, Kwan Young Lee b,c, Dong Ju Moon a,d,* a Clean Energy Research Center, KIST, Seoul, Republic of Korea b Department of Biological & Chemical Engineering, Korea University, Seoul, Republ","Hydrogen production by steam reforming of methane over mixed Ni/MgAl þ CrFe3O4 catalysts Na Young Kim a,b, Eun-Hyeok Yang a,d, Sung-Soo Lim a,c, Jae Sun Jung a,d, Jae-Suk Lee a,d, Gi Hoon Hong a,d, Young-Su Noh a,b, Kwan Young Lee b,c, Dong Ju Moon a,d,* a Clean Energy Research Center, KIST, Seoul, Republic of Korea b Department of Biological & Chemical Engineering, Korea University, Seoul, Republ",medium,low,yes,high,active_metal_primary; active_metal_secondary; active_metal_primary_loading_wt_pct; support_primary; promoter_1; preparation_method,,pressure_bar; gas_hourly_space_velocity_h_inv; stability_duration_h,temperature_c; steam_to_carbon_ratio; weight_hourly_space_velocity_h_inv; time_on_stream_h; methane_conversion_pct; h2_yield_pct; h2_selectivity_pct; h2_co_ratio; conversion_drop_pct_points; coke_amount_mg_gcat; coke_amount_wt_pct,yes,优先人工核对 PDF 原文中的催化剂组成、反应条件、性能定义和单位；确认后可考虑转入正式人工提取表。,,"active_metal_primary=Ni; excerpt=Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts | active_metal_primary_loading_wt_pct=15; excerpt=, by increasing the intrinsic activity. in this work, the physically mixed srm (15 wt% ni/ mgal 2o4) þ wgs (10 wt% cr/fe 3o4) catalyst was investigated for g... | support_primary=Al2O3; excerpt=Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts | preparation_method=impregnation; excerpt=pared to Ni/ MgAl and iron or chromium promoted M/Ni/MgAl catalysts prepared by impregnation method. Catalysts were characterized by various analytical techn... | gas_hourly_space_velocity_h_inv=3000; excerpt=the reactions were carried out between 500 and 700 /c14 c with 1 bar pressure, ghsv of 3000 h /c0 1 and feed molar ratio of h 2o: ch4 ¼ 2: 1. experimental re... | stability_duration_h=8; excerpt=at ni and noble metals are used as reforming catalysts due to good activity and stability in reforming process [7e9]. generally ni is mainly applied for cata...","PDF text: outputs\fulltext\pdf_text\paper_0150.txt || Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts || , by increasing the intrinsic activity. in this work, the physically mixed srm (15 wt% ni/ mgal 2o4) þ wgs (10 wt% cr/fe 3o4) catalyst was investigated for greater hydro || 2þ to ni0 [17]. fe/ni/ mgal catalyst showed two main reduction peaks because of the promoter effect, and the lower temperature peak around 390 /c14 c suggests the presence || pared to Ni/ MgAl and iron or chromium promoted M/Ni/MgAl catalysts prepared by impregnation method. Catalysts were characterized by various analytical techniques such as n || a ﬁxed-bed reactor was investigated at a temperature range of 500 e700 /c14 c, 1 bar pressure and feed molar ratio of h2o/ch4 ¼ 2. tpr and xrd illustrated that segr || the reactions were carried out between 500 and 700 /c14 c with 1 bar pressure, ghsv of 3000 h /c0 1 and feed molar ratio of h 2o: ch4 ¼ 2: 1. experimental results n2 physis || at ni and noble metals are used as reforming catalysts due to good activity and stability in reforming process [7e9]. generally ni is mainly applied for catalysts in reforming processes because of relatively low cost and inherent avai...",excluded_needs_review,temperature_c_or_reaction_temperature_evidence; steam_to_carbon_ratio_or_feed_h2o_ch4_evidence; methane_conversion_pct_or_h2_yield_pct,temperature_c=missing; pressure_bar=1; steam_to_carbon_ratio=missing; gas_hourly_space_velocity_h_inv=3000; weight_hourly_space_velocity_h_inv=missing; time_on_stream_h=missing; Do not compare activity across different temperature/S-C/pressure/space-velocity/time-on-stream conditions unless stratified or normalized.,no_label_candidate; do not freeze until methane_conversion_pct or h2_yield_pct is manually confirmed.,active_metal_primary; support_primary; active_metal_primary_loading_wt_pct; preparation_method; temperature_c; pressure_bar; steam_to_carbon_ratio; gas_hourly_space_velocity_h_inv; stability_duration_h,temperature_c_or_reaction_temperature_evidence; steam_to_carbon_ratio_or_feed_h2o_ch4_evidence; methane_conversion_pct_or_h2_yield_pct; experimental_extraction_low_confidence_manual_confirmation_required,no
,paper_0153,journal_article,Hao Tian,2015.0,Recent Advances on the Design of Group VIII Base-Metal Catalysts with Encapsulated Structures,ACS Catalysis,,,,,,10.1021/acscatal.5b01221,,Recent Advances on the Design of Group VIII Base-Metal Catalysts with Encapsulated Structures,Ni_based,Ni,Rh,92,,,,,unclear,,,,,Al2O3,CeO2,,,,impregnation,,,,,33,,,,,,2,,,,,,,,,,,,,,,,,,,,stability duration explicit but degradation magnitude not explicit,yes,33,,tga,,,,,,,,,no,,,pending,,,,,outputs\fulltext\pdf_text\paper_0153.txt,"Recent Advances on the Design of Group VIII Base-Metal Catalysts with Encapsulated Structures Hao Tian, Xinyu Li, Liang Zeng, and Jinlong Gong * Key Laboratory for Green Chemical Technology of Ministry of Education, School of Chemical Engineering and Technology, Tianjin University, Collaborative Innovation Center of Chemical Science and Engineering, Tianjin 300072, China ABSTRACT: Inexpensive grou","Recent Advances on the Design of Group VIII Base-Metal Catalysts with Encapsulated Structures Hao Tian, Xinyu Li, Liang Zeng, and Jinlong Gong * Key Laboratory for Green Chemical Technology of Ministry of Education, School of Chemical Engineering and Technology, Tianjin University, Collaborative Innovation Center of Chemical Science and Engineering, Tianjin 300072, China ABSTRACT: Inexpensive grou",medium,low,yes,medium,active_metal_primary; active_metal_secondary; active_metal_primary_loading_wt_pct; support_primary; preparation_method,promoter_1,pressure_bar; stability_duration_h,temperature_c; steam_to_carbon_ratio; gas_hourly_space_velocity_h_inv; weight_hourly_space_velocity_h_inv; time_on_stream_h; methane_conversion_pct; h2_yield_pct; h2_selectivity_pct; h2_co_ratio; conversion_drop_pct_points; coke_amount_mg_gcat; coke_amount_wt_pct,caution,先核对缺失的核心工况或性能字段；若原文证据不足，暂留在复核池。,,"active_metal_primary=Ni; excerpt=Recent Advances on the Design of Group VIII Base-Metal Catalysts with Encapsulated Structures | active_metal_primary_loading_wt_pct=92; excerpt=one example of ni-based catalysts is nickel phyllosilicate nanotubes (ni/ps n).92 ni/psn was controllably synthesized via an alkalinity-tuned hydrothermal me... | support_primary=Al2O3; excerpt=Recent Advances on the Design of Group VIII Base-Metal Catalysts with Encapsulated Structures | preparation_method=impregnation; excerpt=loyed to ﬁll CNT channels with metals, such as arc discharge, vapor deposition, impregnation, and so on. 69−73 Considering the simplicity and universality, t... | stability_duration_h=33; excerpt=rated as a powerful means to promote the catalytic performance (i.e., activity, stability, and selectivity) of fe-, co-, and ni-based catalysts due to synerg...","PDF text: outputs\fulltext\pdf_text\paper_0153.txt || Recent Advances on the Design of Group VIII Base-Metal Catalysts with Encapsulated Structures || one example of ni-based catalysts is nickel phyllosilicate nanotubes (ni/ps n).92 ni/psn was controllably synthesized via an alkalinity-tuned hydrothermal method ( f || loyed to ﬁll CNT channels with metals, such as arc discharge, vapor deposition, impregnation, and so on. 69−73 Considering the simplicity and universality, the impregnation || lary force. the polyol then decomposes to carbon during the calcination under n 2 atmosphere. the generated carbon plays a role of protective obstacles, which impede || rated as a powerful means to promote the catalytic performance (i.e., activity, stability, and selectivity) of fe-, co-, and ni-based catalysts due to synergic effects from the well-defined structures. this review describes recent progress on the design and synthesis of encapsulated group viii base-metal nanomaterials developed for energy and environmental catalysis including syngas conversion, co2 dry reforming, steam reforming, methane conversion, and nh3 decomposition. we start with an introduction of the catalysts with different encapsulating structures (e.g., core@shell, yol...",excluded_needs_review,steam_to_carbon_ratio_or_feed_h2o_ch4_evidence; methane_conversion_pct_or_h2_yield_pct,temperature_c=missing; pressure_bar=2; steam_to_carbon_ratio=missing; gas_hourly_space_velocity_h_inv=missing; weight_hourly_space_velocity_h_inv=missing; time_on_stream_h=missing; Do not compare activity across different temperature/S-C/pressure/space-velocity/time-on-stream conditions unless stratified or normalized.,no_label_candidate; do not freeze until methane_conversion_pct or h2_yield_pct is manually confirmed.,active_metal_primary; support_primary; active_metal_primary_loading_wt_pct; preparation_method; temperature_c; pressure_bar; steam_to_carbon_ratio; stability_duration_h,steam_to_carbon_ratio_or_feed_h2o_ch4_evidence; methane_conversion_pct_or_h2_yield_pct; experimental_extraction_low_confidence_manual_confirmation_required,no
